user	build	chip	chip_version	inferred_sex	source
5273	37	HTS iSelect HD	v4	Male	23andMe
53	37	OmniExpress plus	v3	Male	23andMe
5176	37			Male	generic
4998	37	OmniExpress plus	v3	Female	23andMe
4888	37	HTS iSelect HD	v4	Male	23andMe
4910	37	OmniExpress	v1	Male	AncestryDNA
4925	37	OmniExpress	v1	Female	AncestryDNA
5293	37	HTS iSelect HD	v4	Male	23andMe
5288	37	HTS iSelect HD	v4	Female	23andMe
4932	37	HTS iSelect HD	v4	Female	23andMe
5093	37	HTS iSelect HD	v4	Female	23andMe
5258	37	OmniExpress		Male	FTDNA
4837	37	OmniExpress plus	v3	Male	23andMe
5223	37	HTS iSelect HD	v4	Male	23andMe
4680	37	HTS iSelect HD	v4	Female	23andMe
user	build	chip	chip_version	inferred_sex	source
5872	37	HTS iSelect HD	v4	Female	23andMe
5943	37			Female	AncestryDNA
5352	37	HTS iSelect HD	v4	Female	23andMe
556	37	OmniExpress plus	v3	Male	23andMe
5888	37	OmniExpress		Female	FTDNA, FTDNA
5892	37	HTS iSelect HD	v4	Female	23andMe
5902	37	HTS iSelect HD	v4	Female	23andMe, 23andMe
5552	37	HTS iSelect HD	v4	Female	23andMe
5998	37			Male	AncestryDNA
5820	37	HTS iSelect HD	v4	Female	23andMe
5830	37	HTS iSelect HD	v4	Female	23andMe
5460	37			Female	23andMe
5844	37	OmniExpress		Female	FTDNA
5918	37	HTS iSelect HD	v4	Female	23andMe
5515	37	HTS iSelect HD	v4	Male	23andMe
5999	37	HTS iSelect HD	v4	Male	23andMe
6025	37	HTS iSelect HD	v4	Male	23andMe
5745	37	HTS iSelect HD	v4	Female	23andMe
5867	37	OmniExpress	v1	Female	AncestryDNA
5487	37	HTS iSelect HD	v4	Female	23andMe
5628	37			Male	AncestryDNA
5490	37	HTS iSelect HD	v4	Male	23andMe
572	37	OmniExpress plus	v3	Male	23andMe
6020	37			Male	AncestryDNA, AncestryDNA, AncestryDNA, AncestryDNA, AncestryDNA, AncestryDNA, AncestryDNA, AncestryDNA, 23andMe
5672	37			Male	vcf
5709	37			Male	AncestryDNA
5362	37	OmniExpress			FTDNA
6	37				generic
5443	37	HTS iSelect HD	v4	Male	23andMe
5475	37	HTS iSelect HD	v4	Male	23andMe
5815	37			Male	DNA.Land
5359	37			Female	AncestryDNA
5557	37	HTS iSelect HD	v4	Female	23andMe
5442	37	HTS iSelect HD	v4	Male	23andMe
5675	37	HTS iSelect HD	v4	Male	23andMe
5602	37	HTS iSelect HD	v4	Male	23andMe
5853	37			Male	AncestryDNA, GenesForGood
5859	37	OmniExpress		Male	FTDNA
5778	37	HTS iSelect HD	v4	Male	23andMe
5701	37	HTS iSelect HD	v4	Female	23andMe
580	37			Male	23andMe
5996	37	HTS iSelect HD	v4	Female	23andMe
5494	37			Female	AncestryDNA
5559	37			Male	AncestryDNA
5633	37	OmniExpress		Female	FTDNA, AncestryDNA
6045	37			Male	23andMe
5795	37			Male	AncestryDNA
5480	37			Female	GenesForGood
5568	37	HTS iSelect HD	v4	Female	23andMe
5613	37	HTS iSelect HD	v4	Female	23andMe
58	37	OmniExpress plus	v3	Male	23andMe
5768	37	OmniExpress	v1	Female	AncestryDNA
5516	37	HTS iSelect HD	v4	Female	23andMe
554	37	OmniExpress plus	v3	Male	23andMe
5629	37	HTS iSelect HD	v4	Female	23andMe
5573	37	OmniExpress		Female	FTDNA, AncestryDNA
5924	37	HTS iSelect HD	v4	Male	23andMe
5540	37	HTS iSelect HD	v4	Female	23andMe
5728	37			Male	AncestryDNA
5850	37	HTS iSelect HD	v4	Male	23andMe
594	37	OmniExpress plus	v3	Male	23andMe
5425	37	HTS iSelect HD	v4	Female	23andMe
5351	37			Male	AncestryDNA
5502	37	OmniExpress		Female	FTDNA
5596	37	OmniExpress		Female	FTDNA
6042	37	HTS iSelect HD	v4	Female	23andMe, 23andMe
5485	37	OmniExpress	v1	Female	AncestryDNA
589	37	OmniExpress plus	v3	Male	23andMe
5570	37	HTS iSelect HD	v4	Male	23andMe
5659	37			Female	AncestryDNA
5612	37			Male	AncestryDNA, 23andMe
581	37	OmniExpress plus	v3	Male	23andMe
5536	37			Female	AncestryDNA
5545	37	HTS iSelect HD	v4	Male	23andMe
5895	37	OmniExpress	v1	Female	AncestryDNA
5800	37	HTS iSelect HD	v4	Male	23andMe
5583	37	OmniExpress		Male	FTDNA
6035	37	OmniExpress plus	v3	Female	23andMe, 23andMe
5611	37	OmniExpress	v1	Male	AncestryDNA
542	37	OmniExpress			FTDNA
602	37	OmniExpress plus	v3	Male	23andMe
567	37	OmniExpress plus	v3	Female	23andMe
5790	37			Female	AncestryDNA
5884	37	HTS iSelect HD	v4	Male	23andMe
5965	37	OmniExpress plus	v3	Female	23andMe
5408	37	HTS iSelect HD	v4	Female	23andMe
5917	37	HTS iSelect HD	v4	Female	23andMe
5544	37	OmniExpress			FTDNA, FTDNA
6005	37	HTS iSelect HD	v4	Male	23andMe
5821	37	HTS iSelect HD	v4	Female	23andMe
549	37	OmniExpress plus	v3	Male	23andMe
5900	37	HTS iSelect HD	v4	Male	23andMe
5521	37	HTS iSelect HD	v4	Female	23andMe
5397	37	HTS iSelect HD	v4	Female	23andMe
5810	37	OmniExpress		Male	FTDNA
5727	37			Female	AncestryDNA
6013	37	HTS iSelect HD	v4	Male	23andMe
583	37	OmniExpress plus	v3	Male	23andMe
595	37	OmniExpress plus	v3	Female	23andMe
5857	37			Female	AncestryDNA, FTDNA
5501	37			Male	AncestryDNA
574	37	OmniExpress plus	v3	Male	23andMe
5620	37	OmniExpress plus	v3	Male	23andMe
5495	37	HTS iSelect HD	v4	Male	23andMe
5881	37	HTS iSelect HD	v4	Female	23andMe
5775	37	OmniExpress	v1	Female	AncestryDNA
5456	37	HTS iSelect HD	v4	Male	23andMe
5741	37	HTS iSelect HD	v4	Female	23andMe
5743	37	HTS iSelect HD	v4	Male	23andMe
5432	37	HTS iSelect HD	v4	Male	23andMe
5826	37	OmniExpress	v1	Male	AncestryDNA
5866	37	HTS iSelect HD	v4	Female	23andMe
5527	37	HTS iSelect HD	v4	Male	23andMe
5414	37	HTS iSelect HD	v4	Female	23andMe
5621	37	HTS iSelect HD	v4	Male	23andMe
5531	37			Male	AncestryDNA
5961	37			Male	AncestryDNA, AncestryDNA
563	37	OmniExpress plus	v3	Male	23andMe
5803	37	HTS iSelect HD	v4	Female	23andMe
5792	37	OmniExpress		Female	FTDNA
5773	37	HTS iSelect HD	v4	Female	23andMe
5666	37	OmniExpress			FTDNA
5478	37	HTS iSelect HD	v4	Female	23andMe
5989	37	HTS iSelect HD	v4	Male	23andMe
561	37	OmniExpress plus	v3	Female	23andMe
5641	37			Male	FTDNA
5935	37			Male	AncestryDNA
5514	37	OmniExpress			FTDNA
5913	37	OmniExpress		Female	MyHeritage
5447	37	OmniExpress plus	v3	Male	23andMe
5973	37	HTS iSelect HD	v4	Female	23andMe
5582	37	OmniExpress plus	v3	Male	23andMe
5868	37			Female	GenesForGood
5581	37			Female	AncestryDNA, 23andMe, 23andMe, 23andMe, 23andMe, AncestryDNA, 23andMe, 23andMe
5723	37	HTS iSelect HD	v4	Female	23andMe
5833	37	HTS iSelect HD	v4	Female	23andMe
5683	37	HTS iSelect HD	v4	Male	23andMe
579	37	OmniExpress			FTDNA
5637	37	HTS iSelect HD	v4	Male	23andMe
539	37	OmniExpress plus	v3	Female	23andMe
60	37			Male	vcf, 23andMe
5912	37	OmniExpress		Male	FTDNA
569	37	OmniExpress plus	v3	Female	23andMe
55	37	OmniExpress plus	v3	Male	23andMe
6056	37	OmniExpress		Male	FTDNA, FTDNA
5529	37	HTS iSelect HD	v4	Male	23andMe
5435	37	HTS iSelect HD	v4	Female	23andMe
5719	37	HTS iSelect HD	v4	Female	23andMe
5506	37			Female	AncestryDNA
user	build	chip	chip_version	inferred_sex	source
6510	37	HTS iSelect HD	v4	Male	23andMe
6099	37	OmniExpress plus	v3	Male	23andMe
650	37	OmniExpress plus	v3	Male	23andMe
682	37			Male	23andMe
6725	37				FTDNA
6351	37	HTS iSelect HD	v4	Female	23andMe
6617	37	Illumina GSAs	v5	Female	23andMe
667	37	OmniExpress plus	v3	Male	23andMe
6634	37			Female	AncestryDNA
646	37	OmniExpress plus	v3	Male	23andMe
651	37	OmniExpress plus	v3	Male	23andMe
6131	37			Male	AncestryDNA
6484	37	HTS iSelect HD	v4	Male	23andMe
607	37	OmniExpress plus	v3	Male	23andMe, 23andMe
6335	37	HTS iSelect HD	v4	Female	23andMe
6108	37	OmniExpress	v1	Male	AncestryDNA
6235	37	OmniExpress	v1	Male	AncestryDNA
609	37	OmniExpress plus	v3	Male	23andMe
6187	37	OmniExpress		Male	MyHeritage, 23andMe, AncestryDNA
62	37	OmniExpress plus	v3	Male	23andMe
6182	37			Female	AncestryDNA
6738	37			Male	AncestryDNA
6156	37	HTS iSelect HD	v4	Male	23andMe
6750	37			Female	23andMe
6860	37	OmniExpress plus	v3	Female	23andMe
6866	37	Illumina GSAs	v5	Female	23andMe
688	37	OmniExpress plus	v3	Female	23andMe
610	37	OmniExpress plus	v3	Male	23andMe
6814	37	HTS iSelect HD	v4	Female	23andMe
669	37	OmniExpress plus	v3	Male	23andMe
6491	37	HTS iSelect HD	v4	Male	23andMe
6858	37	HTS iSelect HD	v4	Male	23andMe
6192	37	OmniExpress plus	v3	Female	23andMe
684	37	OmniExpress plus	v3	Female	23andMe
6869	37			Female	GenesForGood
6184	37	OmniExpress			FTDNA
6599	37			Female	AncestryDNA
6314	37			Female	FTDNA
6639	37	Illumina GSAs	v5	Female	23andMe
64	37			Male	23andMe
6885	37	OmniExpress		Female	FTDNA
6214	37	HTS iSelect HD	v4	Female	23andMe
6228	37	OmniExpress		Male	FTDNA
644	37			Male	23andMe
6221	37			Female	AncestryDNA
613	37	OmniExpress plus	v3	Male	23andMe
656	37	Illumina GSAs	v5	Male	23andMe
6805	37	Illumina GSAs	v5	Female	23andMe
6356	37	HTS iSelect HD	v4	Female	23andMe
6115	37	HTS iSelect HD	v4	Male	23andMe
6387	37	OmniExpress		Female	FTDNA
6545	37	Illumina GSAs	v5	Male	23andMe, 23andMe
6120	37	OmniExpress plus	v3	Female	23andMe
6117	37			Male	AncestryDNA
6103	37	HTS iSelect HD	v4	Male	23andMe
6366	37	OmniExpress		Male	MyHeritage
6284	37	HTS iSelect HD	v4	Female	23andMe
675	37	OmniExpress plus		Female	generic
6483	37	Illumina GSAs	v5	Female	23andMe
6829	37	Illumina GSAs	v5	Male	23andMe
6341	37			Female	AncestryDNA
6780	37			Female	AncestryDNA
6731	37	Illumina GSAs	v5	Male	23andMe, 23andMe
6169	37	HTS iSelect HD	v4	Female	23andMe
6321	37			Female	vcf
6689	37	OmniExpress			FTDNA
6704	37	OmniExpress		Male	FTDNA, FTDNA
6722	37	OmniExpress		Female	FTDNA, FTDNA
6216	37	HTS iSelect HD	v4	Female	23andMe
6189	37			Female	AncestryDNA
6250	37			Female	AncestryDNA
6690	37	HTS iSelect HD	v4	Male	23andMe
6269	37	HTS iSelect HD	v4	Female	23andMe
6544	37	OmniExpress plus	v3	Male	23andMe
6873	37	Illumina GSAs	v5	Male	23andMe
6257	37	HTS iSelect HD	v4	Female	23andMe
6064	37	HTS iSelect HD	v4	Female	23andMe
6296	37			Male	AncestryDNA
6861	37	OmniExpress plus	v3	Female	23andMe
6879	37			Female	FTDNA
6248	37	HTS iSelect HD	v4	Female	23andMe
6875	37	HTS iSelect HD	v4	Female	23andMe
6244	37	HTS iSelect HD	v4	Female	23andMe
6493	37			Male	AncestryDNA
6706	37	OmniExpress plus	v3	Male	23andMe, AncestryDNA, FTDNA, 23andMe
6721	37	HTS iSelect HD	v4	Female	23andMe
6127	37			Male	AncestryDNA
6191	37	OmniExpress		Female	FTDNA, FTDNA, DNA.Land, FTDNA
6695	37	OmniExpress			FTDNA
6348	37	OmniExpress		Female	FTDNA
6832	37	HTS iSelect HD	v4	Female	23andMe
6077	37			Female	AncestryDNA
6124	37			Female	23andMe
6851	37	Illumina GSAs	v5	Female	23andMe
6882	37			Female	23andMe
6734	37	Illumina GSAs	v5	Female	23andMe
6733	37	HTS iSelect HD	v4	Female	23andMe
645	37	OmniExpress plus	v3	Male	23andMe
6239	37	HTS iSelect HD	v4	Female	23andMe
63	37	OmniExpress plus	v3	Male	23andMe
6085	37	OmniExpress	v1	Male	AncestryDNA
6363	37	Illumina GSAs	v5	Male	23andMe
6074	37	HTS iSelect HD	v4	Male	23andMe
6206	37	HTS iSelect HD	v4	Female	23andMe, 23andMe
6238	37	HTS iSelect HD	v4	Female	23andMe
6065	37	HTS iSelect HD	v4	Female	23andMe
6889	37	Illumina GSAs	v5	Female	23andMe
6633	37			Female	AncestryDNA
6758	37	HTS iSelect HD	v4	Male	23andMe
6252	37			Female	AncestryDNA
6897	37			Male	AncestryDNA
6810	37	Illumina GSAs	v5	Male	23andMe
6316	37	OmniExpress		Male	FTDNA, FTDNA
6815	37			Female	GenesForGood
6857	37	OmniExpress	v1	Female	AncestryDNA
6573	37	HTS iSelect HD	v4	Female	23andMe
6589	37	OmniExpress plus	v3	Male	23andMe
6793	37				23andMe
6613	37	Illumina GSAs	v5	Male	23andMe
6263	37			Male	AncestryDNA, 23andMe
6285	37	HTS iSelect HD	v4	Female	23andMe
685	37	OmniExpress plus	v3	Female	23andMe
6367	37	HTS iSelect HD	v4	Female	23andMe
6874	37	OmniExpress		Male	FTDNA
6677	37	Illumina GSAs	v5	Female	23andMe
6179	37	OmniExpress plus	v3	Female	23andMe
6204	37	HTS iSelect HD	v4	Female	23andMe
6699	37	Illumina GSAs	v5	Female	23andMe
6547	37	HTS iSelect HD	v4	Male	23andMe
6828	37			Female	AncestryDNA
6560	37	Illumina GSAs	v5	Female	23andMe
6450	37	HTS iSelect HD	v4	Female	23andMe
6247	37	OmniExpress		Male	FTDNA
6745	37	Illumina GSAs	v5	Male	23andMe
6105	37			Female	AncestryDNA
678	37	OmniExpress plus	v3	Male	23andMe
6812	37	Illumina GSAs	v5	Female	23andMe
6665	37			Male	AncestryDNA
6859	37	OmniExpress plus	v3	Male	23andMe, GenesForGood
6791	37	Illumina GSAs	v5	Female	23andMe
6093	37			Male	AncestryDNA
6249	37	HTS iSelect HD	v4	Male	23andMe
637	37	OmniExpress plus	v3	Male	23andMe
6583	37			Female	AncestryDNA, 23andMe
6274	37			Male	AncestryDNA
6381	37	HTS iSelect HD	v4	Male	23andMe
user	build	chip	chip_version	inferred_sex	source
7103	37			Female	AncestryDNA
7307	37	OmniExpress	v1	Male	AncestryDNA
704	37			Male	23andMe
7500	37			Male	AncestryDNA
6943	37	Illumina GSAs	v5	Male	23andMe
754	37	OmniExpress plus	v3	Male	23andMe
7358	37	Illumina GSAs	v5	Male	23andMe
6985	37	Illumina GSAs	v5	Female	23andMe
7585	37	HTS iSelect HD	v4	Female	23andMe
7098	37	Illumina GSAs	v5	Female	23andMe
7199	37	Illumina GSAs	v5	Female	23andMe
7527	37	OmniExpress		Female	FTDNA
7567	37			Male	AncestryDNA
762	37	OmniExpress plus	v3	Female	23andMe
7320	37	Illumina GSAs	v5	Male	23andMe
7013	37	OmniExpress			FTDNA
7189	37	OmniExpress	v1	Male	AncestryDNA
7224	37			Male	AncestryDNA
7228	37			Female	AncestryDNA
7544	37			Male	AncestryDNA, 23andMe
7611	37			Female	FTDNA, 23andMe
72	37	OmniExpress			FTDNA
6949	37			Male	AncestryDNA
7470	37			Female	AncestryDNA
7610	37	Illumina GSAs	v5	Male	23andMe
7082	37	Illumina GSAs	v5	Male	23andMe
6989	37	OmniExpress plus	v3	Male	23andMe
7565	37	HTS iSelect HD	v4	Female	23andMe
7384	37	OmniExpress		Female	MyHeritage
748	37			Female	23andMe
745	37	OmniExpress plus	v3	Male	23andMe
7020	37	HTS iSelect HD	v4	Male	23andMe
7080	37	Illumina GSAs	v5	Male	23andMe
7261	37	OmniExpress		Female	FTDNA
7413	37	HTS iSelect HD	v4	Female	23andMe
7245	37	OmniExpress			FTDNA
7266	37	Illumina GSAs	v5	Female	23andMe
6916	37			Female	AncestryDNA
726	37	OmniExpress plus	v3	Male	23andMe
7510	37	HTS iSelect HD	v4	Male	23andMe
7284	37			Male	vcf
7568	37	HTS iSelect HD	v4	Female	23andMe
7572	37			Male	AncestryDNA
7405	37			Female	AncestryDNA, 23andMe
7198	37	Illumina GSAs	v5	Female	23andMe
7520	37	HTS iSelect HD	v4	Male	23andMe
6959	37	OmniExpress		Male	MyHeritage
7014	37	HTS iSelect HD	v4	Male	23andMe
7359	37	Illumina GSAs	v5	Female	23andMe
717	37			Male	23andMe
7092	37	Illumina GSAs	v5	Female	23andMe
7141	37			Female	AncestryDNA
7403	37	HTS iSelect HD	v4	Female	23andMe
6928	37	HTS iSelect HD	v4	Female	23andMe
7070	37	HTS iSelect HD	v4	Female	23andMe
721	37	OmniExpress plus	v3	Female	23andMe
7498	37			Female	AncestryDNA, AncestryDNA
6910	37	Illumina GSAs	v5	Male	23andMe
7047	37	Illumina GSAs	v5	Male	23andMe
7281	37			Male	AncestryDNA
7184	37			Female	AncestryDNA, AncestryDNA, FTDNA, vcf
6908	37	OmniExpress		Male	MyHeritage
7561	37			Female	AncestryDNA
7019	37	OmniExpress		Female	FTDNA
7028	37			Male	AncestryDNA
7454	37			Male	AncestryDNA
7053	37			Female	vcf, 23andMe, FTDNA, vcf
7372	37	OmniExpress		Male	FTDNA
7312	37	Illumina GSAs	v5	Female	23andMe
7547	37	OmniExpress plus	v3	Female	23andMe
7119	37	Illumina GSAs	v5	Male	23andMe
7218	37	Illumina GSAs	v5	Male	23andMe
71	37	OmniExpress		Female	FTDNA
6993	37	HTS iSelect HD	v4	Female	23andMe
7114	37	Illumina GSAs	v5	Female	23andMe
7155	37	HTS iSelect HD	v4	Female	23andMe
7360	37	HTS iSelect HD	v4	Male	23andMe
7597	37	OmniExpress		Female	FTDNA, FTDNA
7257	37			Female	AncestryDNA
6971	37	HTS iSelect HD	v4	Female	23andMe
6900	37			Female	FTDNA
7156	37	HTS iSelect HD	v4	Male	23andMe
7127	37	OmniExpress plus	v3	Male	23andMe
7195	37	OmniExpress		Male	FTDNA, 23andMe
7569	37			Female	AncestryDNA
6936	37	Illumina GSAs	v5	Male	23andMe
7379	37	Illumina GSAs	v5	Female	23andMe
693	37			Male	23andMe
7099	37			Female	AncestryDNA
734	37			Female	FTDNA
7538	37	OmniExpress		Male	FTDNA
7322	37	HTS iSelect HD	v4	Female	23andMe
74	37	OmniExpress plus	v3	Male	23andMe
7450	37	Illumina GSAs	v5	Female	23andMe
758	37	OmniExpress plus	v3	Male	23andMe
7134	37			Male	AncestryDNA
7613	37	OmniExpress		Female	FTDNA, AncestryDNA
75	37	OmniExpress plus	v3	Male	23andMe
722	37	OmniExpress plus	v3	Male	23andMe
761	37	OmniExpress plus	v3	Female	23andMe
735	37	OmniExpress plus	v3	Male	23andMe
7382	37	Illumina GSAs	v5	Male	23andMe
7280	37	Illumina GSAs	v5	Female	23andMe
7485	37	Illumina GSAs	v5	Female	23andMe
7297	37			Female	AncestryDNA
6952	37	Illumina GSAs	v5	Female	23andMe
7214	37	HTS iSelect HD	v4	Male	23andMe
7493	37			Female	vcf
7504	37	Illumina GSAs	v5	Male	23andMe
7339	37			Female	AncestryDNA
7011	37			Male	AncestryDNA
7292	37	Illumina GSAs	v5	Male	23andMe
7190	37			Female	AncestryDNA
7244	37			Male	AncestryDNA
7252	37	Illumina GSAs	v5	Male	23andMe
7471	37	OmniExpress plus	v3	Male	23andMe
7072	37	Illumina GSAs	v5	Female	23andMe
7311	37			Male	AncestryDNA
7163	37	OmniExpress		Male	FTDNA, 23andMe
6934	37			Male	AncestryDNA
6981	37	HTS iSelect HD	v4	Male	23andMe
7153	37	Illumina GSAs	v5	Male	23andMe
7376	37	OmniExpress	v1	Male	AncestryDNA
7232	37	Illumina GSAs	v5	Female	23andMe
7144	37	Illumina GSAs	v5	Male	23andMe
7475	37	HTS iSelect HD	v4	Female	23andMe
7336	37	Illumina GSAs	v5	Female	23andMe
7466	37	Illumina GSAs	v5	Male	23andMe
703	37	OmniExpress			FTDNA, FTDNA
7055	37	OmniExpress plus	v3	Male	23andMe
7089	37	HTS iSelect HD	v4	Female	23andMe
7231	37	Illumina GSAs	v5	Female	23andMe
7285	37	HTS iSelect HD	v4	Female	23andMe
7362	37			Female	vcf
7222	37	OmniExpress		Female	MyHeritage
749	37	OmniExpress plus	v3	Male	23andMe
7393	37	Illumina GSAs	v5	Male	23andMe
7267	37	OmniExpress			FTDNA
7345	37			Male	AncestryDNA
7229	37	HTS iSelect HD	v4	Male	23andMe
7258	37	Illumina GSAs	v5	Female	23andMe
7465	37	OmniExpress			FTDNA
7377	37	OmniExpress			FTDNA
6923	37	OmniExpress		Male	FTDNA
6927	37			Male	AncestryDNA
7446	37	Illumina GSAs	v5	Female	23andMe
7616	37	OmniExpress		Male	FTDNA
6935	37	OmniExpress	v1	Female	AncestryDNA
user	build	chip	chip_version	inferred_sex	source
8	37	OmniExpress plus	v3	Female	23andMe
7783	37	Illumina GSAs	v5	Female	23andMe
7763	37			Male	AncestryDNA
7989	37	OmniExpress plus	v3	Female	23andMe
7761	37	HTS iSelect HD	v4	Female	23andMe
8393	37	Illumina GSAs	v5	Female	23andMe
8180	37			Female	AncestryDNA
8046	37	Illumina GSAs	v5	Female	23andMe
8304	37			Female	AncestryDNA
8041	37	Illumina GSAs	v5	Female	23andMe
8202	37	HTS iSelect HD	v4	Female	23andMe
8134	37	Illumina GSAs	v5	Male	23andMe
7688	37	OmniExpress		Female	MyHeritage
803	37	OmniExpress plus	v3	Female	23andMe
8184	37	Illumina GSAs	v5	Male	23andMe
7847	37	OmniExpress		Male	MyHeritage
8319	37			Male	AncestryDNA
7735	37	OmniExpress	v1	Female	AncestryDNA
7708	37	OmniExpress		Male	FTDNA
7888	37			Female	AncestryDNA
8301	37	HTS iSelect HD	v4	Female	23andMe
7948	37	Illumina GSAs	v5	Male	23andMe
798	37	OmniExpress plus	v3	Female	23andMe
8060	37	Illumina GSAs	v5	Female	23andMe
777	37	OmniExpress plus	v3	Male	23andMe
8383	37	Illumina GSAs	v5	Female	23andMe
813	37			Male	23andMe
781	37	OmniExpress plus	v3	Female	23andMe
7707	37			Female	AncestryDNA
8129	37	OmniExpress plus	v3	Female	23andMe
7931	37			Male	AncestryDNA
7945	37	Illumina GSAs	v5	Female	23andMe
8139	37			Female	AncestryDNA, 23andMe
8379	37			Male	AncestryDNA
8217	37	Illumina GSAs	v5	Male	23andMe
8336	37	Illumina GSAs	v5	Female	23andMe
7722	37	OmniExpress plus	v3	Male	23andMe, AncestryDNA
807	37	OmniExpress plus	v3	Male	23andMe
7968	37	Illumina GSAs	v5	Male	23andMe
7954	37	HTS iSelect HD	v4	Female	23andMe
839	37	OmniExpress plus	v3	Male	23andMe
7787	37	Illumina GSAs	v5	Male	23andMe
820	37	OmniExpress plus	v3	Male	23andMe
7670	37			Male	AncestryDNA
782	37	OmniExpress plus	v3	Female	23andMe
836	37	OmniExpress plus	v3	Male	23andMe
8384	37	OmniExpress	v1	Male	AncestryDNA, 23andMe
7905	37	Illumina GSAs	v5	Female	23andMe
8212	37	OmniExpress	v1	Female	AncestryDNA
8360	37			Female	AncestryDNA
811	37	OmniExpress plus	v3	Female	23andMe
8237	37	Illumina GSAs	v5	Female	23andMe
8327	37	OmniExpress	v1	Male	AncestryDNA
7636	37	HTS iSelect HD	v4	Male	23andMe
7700	37	Illumina GSAs	v5	Female	23andMe
8090	37	HTS iSelect HD	v4	Male	23andMe
8274	37	OmniExpress	v1	Female	AncestryDNA
7856	37			Female	AncestryDNA
7685	37	Illumina GSAs	v5	Female	23andMe
775	37	OmniExpress plus	v3	Male	23andMe
810	37			Male	23andMe, FTDNA
7898	37	Illumina GSAs	v5	Male	23andMe
8049	37			Male	AncestryDNA
776	37	OmniExpress plus	v3	Female	23andMe
8363	37	HTS iSelect HD	v4	Female	23andMe
8203	37			Male	23andMe
7953	37			Male	AncestryDNA
8387	37	HTS iSelect HD	v4	Female	23andMe
8403	37	HTS iSelect HD	v4	Male	23andMe
7659	37	OmniExpress			FTDNA
7929	37	Illumina GSAs	v5	Male	23andMe
7711	37	Illumina GSAs	v5	Male	23andMe
832	37	OmniExpress plus	v3	Male	23andMe
792	37	OmniExpress plus	v3	Male	23andMe
8266	37	Illumina GSAs	v5	Female	23andMe
7842	37			Male	AncestryDNA, AncestryDNA
799	37	OmniExpress plus	v3	Female	23andMe
8138	37	Illumina GSAs	v5	Female	23andMe
7841	37	Illumina GSAs	v5	Female	23andMe
8132	37	OmniExpress		Female	FTDNA
80	37	OmniExpress plus	v3	Male	23andMe
8056	37			Female	AncestryDNA
7800	37			Female	AncestryDNA
7757	37			Female	AncestryDNA
7753	37			Male	AncestryDNA
81	37	OmniExpress plus	v3	Male	23andMe
7882	37	OmniExpress		Female	FTDNA
8206	37	Illumina GSAs	v5	Male	23andMe
842	37	OmniExpress plus	v3	Female	23andMe
8015	37	OmniExpress			FTDNA
8135	37	Illumina GSAs	v5	Male	23andMe
8417	37	Illumina GSAs	v5	Female	23andMe
7854	37			Female	AncestryDNA
7639	37	Illumina GSAs	v5	Female	23andMe
814	37	HTS iSelect HD	v4	Male	23andMe
8089	37	Illumina GSAs	v5	Female	23andMe
7959	37			Female	AncestryDNA
8120	37	Illumina GSAs	v5	Male	23andMe
8318	37	OmniExpress plus	v3	Female	23andMe
7759	37			Male	AncestryDNA, 23andMe
7732	37	OmniExpress		Male	MyHeritage
8415	37	OmniExpress plus	v3	Male	23andMe
806	37	OmniExpress plus	v3	Male	23andMe
7955	37	HTS iSelect HD	v4	Female	23andMe
7981	37	OmniExpress plus	v3	Female	23andMe
7622	37			Female	AncestryDNA
7923	37	Illumina GSAs	v5	Female	23andMe
7657	37	Illumina GSAs	v5	Female	23andMe
7824	37	Illumina GSAs	v5	Female	23andMe
8158	37			Male	AncestryDNA
8352	37			Male	23andMe
7828	37	OmniExpress		Female	MyHeritage
8052	37	OmniExpress		Male	MyHeritage
7733	37			Male	AncestryDNA
8100	37	Illumina GSAs	v5	Male	23andMe
763	37	OmniExpress plus	v3	Male	23andMe
8058	37	Illumina GSAs	v5	Female	23andMe
808	37	OmniExpress plus	v3	Male	23andMe
7701	37			Female	GenesForGood
7967	37	Illumina GSAs	v5	Female	23andMe
7781	37			Male	AncestryDNA
8178	37	Illumina GSAs	v5	Female	23andMe
8076	37	Illumina GSAs	v5	Female	23andMe, FTDNA
7992	37	Illumina GSAs	v5	Male	23andMe
7785	37	HTS iSelect HD	v4	Female	23andMe
8314	37	Illumina GSAs	v5	Female	23andMe
77	37			Male	generic
8291	37	Illumina GSAs	v5	Male	23andMe
8155	37	Illumina GSAs	v5	Female	23andMe
8238	37	Illumina GSAs	v5	Male	23andMe
7646	37	OmniExpress		Male	MyHeritage
7857	37			Female	AncestryDNA
8416	37	HTS iSelect HD	v4	Female	23andMe
7876	37	HTS iSelect HD	v4	Female	23andMe
8246	37	Illumina GSAs	v5	Male	23andMe
7798	37			Female	GenesForGood
7912	37				FTDNA
8204	37			Female	AncestryDNA
7907	37			Male	AncestryDNA
7915	37	Illumina GSAs	v5	Male	23andMe
7693	37			Female	AncestryDNA
779	37	OmniExpress plus	v3	Male	23andMe
8073	37	Illumina GSAs	v5	Female	23andMe
8085	37	OmniExpress			FTDNA
816	37	OmniExpress plus	v3	Male	23andMe
user	build	chip	chip_version	inferred_sex	source
8766	37			Female	AncestryDNA
9223	37	OmniExpress	v1	Male	AncestryDNA
8554	37	Illumina GSAs	v5	Male	23andMe
9218	37			Female	AncestryDNA
912	37	OmniExpress plus	v3	Female	23andMe
